Timestamps,Bytes_Sent (TCP),Bytes_Sent (UDP),Bytes_Sent (Other),Bytes_Received (TCP),Bytes_Received (UDP),Bytes_Received (Other),Packets_Sent (TCP),Packets_Sent (UDP),Packets_Sent (Other),Packets_Received (TCP),Packets_Received (UDP),Packets_Received (Other)
2/17/2024 7:55,645,677,123,979,699,146,68,33,11,26,20,27
2/17/2024 8:00,1195,621,256,659,455,184,51,28,13,67,18,13
2/17/2024 8:05,760,686,256,719,799,165,33,30,20,63,37,30
2/17/2024 8:10,1199,586,252,707,772,195,52,24,26,34,26,30
2/17/2024 8:15,1013,484,133,612,763,297,40,27,27,48,26,29
2/17/2024 8:20,1167,872,197,885,560,258,62,22,17,60,36,9
2/17/2024 8:25,893,879,244,938,723,237,29,34,17,31,29,16
2/17/2024 8:30,660,867,121,738,524,182,59,16,8,51,32,21
2/17/2024 8:35,1027,502,143,1180,825,293,66,19,11,47,25,12
2/17/2024 8:40,1183,506,112,971,540,179,47,29,17,65,37,10
2/17/2024 8:45,734,886,151,984,491,291,65,15,13,44,30,15
2/17/2024 8:50,1195,756,292,636,465,219,28,37,11,51,31,20
2/17/2024 8:55,913,652,106,824,511,143,44,18,16,42,18,29
2/17/2024 9:00,656,863,114,993,828,119,26,20,14,27,35,10
2/17/2024 9:05,811,878,204,1176,610,289,67,19,15,41,37,23
2/17/2024 9:10,705,547,115,631,710,192,67,16,17,34,22,18
2/17/2024 9:15,1169,865,203,773,551,183,30,27,14,37,28,10
2/17/2024 9:20,917,640,156,676,738,291,25,20,19,60,36,15
2/17/2024 9:25,846,458,194,1144,772,251,67,37,19,68,32,26
2/17/2024 9:30,883,732,218,606,554,129,37,16,22,60,36,21
2/17/2024 9:35,858,578,116,772,568,125,33,33,13,25,31,17
2/17/2024 9:40,1188,672,111,908,840,116,40,19,14,56,22,16
2/17/2024 9:45,872,557,188,631,821,203,61,30,19,35,37,28
2/17/2024 9:50,699,718,127,969,890,216,66,37,29,50,35,17
2/17/2024 9:55,1185,832,125,1080,815,276,34,25,10,38,25,29
2/17/2024 10:00,633,628,100,890,883,299,26,41,15,58,36,24
2/17/2024 10:05,697,599,294,841,669,213,46,40,22,62,27,23
2/17/2024 10:10,965,870,124,1155,694,141,24,33,27,57,35,21
2/17/2024 10:15,1054,782,197,884,825,257,51,33,24,51,15,18
2/17/2024 10:20,800,558,237,865,471,207,49,14,21,31,39,13
2/17/2024 10:25,1189,786,198,847,501,172,63,35,18,31,19,9
2/17/2024 10:30,785,470,234,809,826,130,52,39,26,26,34,17
2/17/2024 10:35,967,690,101,822,801,196,26,26,12,35,30,17
2/17/2024 10:40,621,675,173,701,451,219,43,34,22,25,32,11
2/17/2024 10:45,693,794,215,614,721,248,40,24,13,67,21,9
2/17/2024 10:50,721,796,123,1200,484,129,67,35,9,65,33,8
2/17/2024 10:55,676,459,274,679,470,124,40,14,12,57,24,25
2/17/2024 11:00,600,589,104,772,716,273,29,17,15,45,41,11
2/17/2024 11:05,664,624,230,1093,458,149,36,27,15,27,31,21
2/17/2024 11:10,941,843,141,635,467,225,24,14,14,32,14,11
2/17/2024 11:15,940,736,197,640,559,195,31,35,22,52,25,13
2/17/2024 11:20,773,786,268,991,526,201,38,16,13,28,37,21
2/17/2024 11:25,1165,867,294,838,571,100,66,25,30,47,14,17
2/17/2024 11:30,1001,891,269,1168,599,228,47,24,24,66,26,29
2/17/2024 11:35,991,860,266,615,686,164,48,38,28,37,25,11
2/17/2024 11:40,1087,648,114,893,857,300,23,29,30,46,33,27
2/17/2024 11:45,755,481,266,646,560,104,25,40,19,66,29,28
2/17/2024 11:50,954,734,263,625,532,289,23,31,13,30,31,8
2/17/2024 11:55,739,548,109,1141,818,107,62,25,19,42,17,26
2/17/2024 12:00,973,679,200,730,605,121,26,25,13,66,35,25
2/17/2024 12:05,938,526,188,781,648,135,56,21,11,63,24,17
2/17/2024 12:10,704,611,246,1020,613,125,48,30,25,44,32,28
2/17/2024 12:15,750,853,282,782,502,279,67,20,21,60,26,27
2/17/2024 12:20,887,475,184,900,731,226,25,34,12,48,36,19
2/17/2024 12:25,1108,769,147,1076,665,264,37,34,29,43,38,29
2/17/2024 12:30,709,551,218,635,617,161,28,29,18,60,23,30
2/17/2024 12:35,1183,809,255,654,679,266,66,24,28,31,30,27
2/17/2024 12:40,1042,502,274,693,728,197,36,38,21,42,20,13
2/17/2024 12:45,738,603,206,872,884,204,39,29,14,64,17,22
2/17/2024 12:50,1172,568,237,710,623,193,25,41,20,68,33,26
2/17/2024 12:55,966,892,283,1060,872,157,45,31,24,27,32,14
2/17/2024 13:00,819,786,256,837,507,119,53,35,10,43,27,19
2/17/2024 13:05,722,723,275,698,685,190,65,38,10,24,30,13
2/17/2024 13:10,646,494,253,893,761,127,38,22,21,48,18,13
2/17/2024 13:15,688,855,268,840,572,264,28,37,22,66,15,13
2/17/2024 13:20,892,785,269,902,884,227,43,18,19,66,30,8
2/17/2024 13:25,832,467,145,776,753,125,31,30,18,67,41,26
2/17/2024 13:30,948,505,149,1048,527,298,67,38,8,24,31,19
2/17/2024 13:35,670,662,298,643,720,274,59,41,28,57,31,19
2/17/2024 13:40,1095,727,116,898,463,107,61,25,20,47,19,16
2/17/2024 13:45,1011,738,264,1079,539,201,57,33,23,66,29,27
2/17/2024 13:50,980,555,181,652,747,169,68,37,28,64,14,14
2/17/2024 13:55,911,460,165,839,494,141,30,18,13,22,16,13
2/17/2024 14:00,646,773,163,916,807,231,50,25,12,42,31,17
2/17/2024 14:05,626,483,151,686,778,163,66,37,17,33,23,18
2/17/2024 14:10,890,901,203,1160,452,119,43,38,29,32,36,22
2/17/2024 14:15,625,597,270,1090,583,135,63,33,9,55,28,24
2/17/2024 14:20,904,743,290,1141,860,269,35,27,22,40,20,12
2/17/2024 14:25,976,774,300,808,627,291,28,21,29,43,31,13
2/17/2024 14:30,661,742,182,1113,568,154,49,37,13,29,18,27
2/17/2024 14:35,1076,802,184,715,818,201,68,22,19,44,30,10
2/17/2024 14:40,1016,711,167,844,790,202,34,27,12,30,30,26
2/17/2024 14:45,879,554,199,907,738,133,33,40,10,38,39,27
2/17/2024 14:50,1121,814,196,965,784,166,23,14,27,23,38,22
2/17/2024 14:55,1055,868,173,778,834,283,66,19,12,35,34,12
2/17/2024 15:00,1164,796,109,729,898,245,64,15,11,25,14,15
2/17/2024 15:05,928,582,117,694,454,279,29,22,28,63,19,20
2/17/2024 15:10,793,678,279,751,598,145,53,28,18,28,29,12
2/17/2024 15:15,703,595,126,952,515,209,39,17,10,54,31,25
2/17/2024 15:20,605,547,252,647,451,166,39,37,19,59,28,22
2/17/2024 15:25,693,731,121,1086,625,229,40,18,24,61,15,28
2/17/2024 15:30,949,715,298,636,873,243,42,35,16,64,35,10
2/17/2024 15:35,822,674,260,720,597,294,64,24,20,57,41,9
2/17/2024 15:40,1148,581,251,937,507,152,26,30,10,30,27,16
2/17/2024 15:45,770,518,189,998,747,241,64,15,17,47,14,30
2/17/2024 15:50,755,667,156,896,539,232,48,39,18,39,30,10
2/17/2024 15:55,1002,683,246,1191,874,192,40,15,19,61,24,9
2/17/2024 16:00,823,789,291,872,653,190,47,29,17,23,28,9
2/17/2024 16:05,1019,492,207,660,741,292,25,41,19,45,23,27
2/17/2024 16:10,1041,715,137,1055,650,151,68,19,29,63,32,25
2/17/2024 16:15,879,568,195,825,553,247,56,40,22,66,16,26
2/17/2024 16:20,756,857,151,946,510,115,56,40,18,38,14,16
2/17/2024 16:25,1000,529,237,1187,863,164,45,31,15,51,17,8
2/17/2024 16:30,637,917,264,938,812,176,31,31,28,68,24,19
2/17/2024 16:35,640,509,122,853,701,154,31,23,15,27,15,14
2/17/2024 16:40,1123,803,249,1003,527,144,24,20,23,51,31,23
2/17/2024 16:45,1088,867,144,983,893,228,29,29,28,49,25,13
2/17/2024 16:50,800,518,212,724,745,297,60,27,14,51,30,16
2/17/2024 16:55,644,750,120,741,698,176,64,37,28,43,29,17
2/17/2024 17:00,671,916,180,1136,837,251,28,21,10,44,17,22
2/17/2024 17:05,873,651,228,698,458,100,44,19,13,50,24,15
2/17/2024 17:10,939,869,125,1157,649,269,53,25,22,41,21,11
2/17/2024 17:15,935,899,232,738,890,223,65,15,15,38,33,23
2/17/2024 17:20,1031,453,160,912,861,267,29,35,25,54,20,15
2/17/2024 17:25,639,603,240,858,634,192,32,24,12,54,23,22
2/17/2024 17:30,745,842,140,876,825,262,49,30,13,28,38,22
2/17/2024 17:35,813,736,267,1062,657,147,56,31,23,68,26,13
2/17/2024 17:40,615,462,279,693,732,124,37,21,14,59,25,8
2/17/2024 17:45,1106,604,259,1189,526,266,54,30,24,62,25,24
2/17/2024 17:50,1150,868,143,653,635,183,42,31,30,63,22,26
2/17/2024 17:55,690,782,297,693,487,247,27,15,12,30,37,25
2/17/2024 18:00,1110,883,229,1109,847,294,27,34,12,30,23,22
2/17/2024 18:05,1166,593,294,1104,745,112,55,41,23,32,30,17
2/17/2024 18:10,1013,901,277,719,864,232,67,36,13,49,35,25
2/17/2024 18:15,725,518,218,1017,888,141,46,16,19,58,27,19
2/17/2024 18:20,986,857,221,1109,590,132,54,34,12,51,30,8
2/17/2024 18:25,1138,497,286,1092,563,191,27,29,30,58,15,8
2/17/2024 18:30,1001,620,198,1032,621,206,28,36,9,56,33,8
2/17/2024 18:35,992,665,266,1172,493,289,31,14,9,31,23,12
2/17/2024 18:40,634,706,157,679,741,118,32,25,8,60,21,27
2/17/2024 18:45,702,532,173,679,468,176,60,41,18,65,39,9
2/17/2024 18:50,989,675,128,1059,474,145,62,20,10,24,19,23
2/17/2024 18:55,641,455,258,917,743,106,48,34,24,34,19,25
2/17/2024 19:00,1085,750,234,976,652,253,65,40,20,53,37,18
2/17/2024 19:05,797,711,159,623,828,163,67,24,13,55,35,9
2/17/2024 19:10,1094,831,169,1177,829,125,66,22,18,24,15,29
2/17/2024 19:15,1063,778,164,1183,918,196,56,19,15,34,31,15
2/17/2024 19:20,818,554,273,805,837,208,62,30,26,34,35,26
2/17/2024 19:25,879,774,202,1050,763,129,48,19,18,48,24,19
2/17/2024 19:30,819,540,157,1051,594,135,27,41,15,46,31,15
2/17/2024 19:35,817,721,101,766,670,278,56,14,22,33,31,30
2/17/2024 19:40,670,577,175,967,887,274,28,31,19,36,21,28
2/17/2024 19:45,1098,884,176,670,761,161,45,20,17,31,22,22
2/17/2024 19:50,700,561,175,1107,676,247,64,16,8,50,35,25
2/17/2024 19:55,625,731,135,1085,697,190,28,36,25,36,19,22
2/17/2024 20:00,885,536,151,906,493,139,28,32,9,56,26,23
2/17/2024 20:05,1106,667,263,836,619,150,64,36,13,57,15,12
2/17/2024 20:10,708,499,252,872,667,113,64,26,26,54,36,23
2/17/2024 20:15,868,521,166,786,716,231,23,28,24,27,20,14
2/17/2024 20:20,1018,789,144,1132,613,207,43,33,26,23,25,15
2/17/2024 20:25,704,703,220,987,884,187,56,22,12,37,37,15
2/17/2024 20:30,864,572,232,1145,606,146,57,23,30,38,40,17
2/17/2024 20:35,1187,678,264,749,908,164,43,33,15,37,20,12
2/17/2024 20:40,1065,526,235,755,916,254,29,18,16,38,18,18
2/17/2024 20:45,1136,793,259,972,636,107,55,17,17,62,15,23
2/17/2024 20:50,1170,784,296,801,555,139,29,14,13,51,14,16
2/17/2024 20:55,871,536,172,985,512,285,34,25,28,45,33,25
2/17/2024 21:00,887,733,215,1126,784,168,62,20,30,33,20,11
2/17/2024 21:05,672,471,264,1185,688,288,43,21,30,36,15,20
2/17/2024 21:10,1172,465,283,626,592,252,35,32,12,41,26,15
2/17/2024 21:15,602,795,133,845,692,234,24,36,24,60,14,9
2/17/2024 21:20,1018,876,258,1191,660,171,49,36,19,47,31,27
2/17/2024 21:25,969,793,168,907,457,106,35,15,24,51,22,21
2/17/2024 21:30,1024,838,278,732,823,223,49,38,25,26,41,25
2/17/2024 21:35,912,519,201,602,758,213,26,17,14,30,29,23
2/17/2024 21:40,992,468,110,896,810,295,32,19,16,44,14,10
2/17/2024 21:45,916,840,195,614,661,170,43,37,8,23,32,18
2/17/2024 21:50,899,468,162,855,906,202,51,32,18,30,35,21
2/17/2024 21:55,1104,814,263,817,616,138,35,31,18,36,32,9
2/17/2024 22:00,1187,917,253,779,740,286,61,41,15,23,23,15
2/17/2024 22:05,709,844,219,774,547,116,54,29,17,60,28,18
2/17/2024 22:10,675,769,205,1152,611,166,35,21,25,59,29,21
2/17/2024 22:15,938,917,145,951,488,222,32,23,22,62,20,20
2/17/2024 22:20,725,588,111,990,531,285,34,31,13,63,37,29
2/17/2024 22:25,837,768,194,855,591,159,64,19,8,27,21,9
2/17/2024 22:30,865,502,223,1025,480,265,60,21,11,29,24,28
2/17/2024 22:35,700,496,121,1143,858,200,44,19,12,44,26,21
2/17/2024 22:40,868,481,131,1078,878,220,48,28,14,51,26,22
2/17/2024 22:45,1007,847,274,927,889,228,68,18,20,54,36,28
2/17/2024 22:50,1030,807,276,1165,889,253,32,23,18,23,34,25
2/17/2024 22:55,1005,776,287,932,906,149,67,41,18,39,32,17
2/17/2024 23:00,800,838,244,846,524,187,22,39,18,26,36,19
2/17/2024 23:05,994,593,256,900,727,135,64,17,18,51,29,18
2/17/2024 23:10,911,472,173,777,515,177,22,38,13,24,19,10
2/17/2024 23:15,1194,900,129,879,760,167,61,19,27,61,31,10
2/17/2024 23:20,970,472,257,1117,878,179,25,20,29,49,40,17
2/17/2024 23:25,1098,822,241,938,861,198,24,25,25,65,27,26
2/17/2024 23:30,633,712,131,1158,588,197,45,18,21,53,31,28
2/17/2024 23:35,1047,573,228,849,844,273,48,25,15,62,15,9
2/17/2024 23:40,1083,747,142,850,557,198,27,16,24,61,14,19
2/17/2024 23:45,1023,463,251,1134,762,265,50,18,15,34,36,8
2/17/2024 23:50,642,791,285,747,741,148,48,35,10,56,39,30
2/17/2024 23:55,1056,879,166,625,503,127,65,20,13,32,26,30
2/18/2024 0:00,1115,825,105,809,574,111,44,28,19,40,35,24
2/18/2024 0:05,883,843,104,1068,655,238,45,18,11,27,25,25
2/18/2024 0:10,1035,484,108,615,683,210,67,24,25,38,23,16
2/18/2024 0:15,935,678,174,1110,483,201,41,17,27,63,37,10
2/18/2024 0:20,789,720,284,848,634,225,50,28,29,62,19,12
2/18/2024 0:25,1013,883,162,693,637,244,38,24,18,44,31,22
2/18/2024 0:30,1143,817,100,877,747,288,62,25,22,33,14,14
2/18/2024 0:35,1092,555,135,690,572,296,63,14,22,28,21,30
2/18/2024 0:40,1014,817,191,735,470,251,51,27,8,38,23,24
2/18/2024 0:45,708,550,174,890,491,293,41,26,13,52,30,23
2/18/2024 0:50,1192,754,212,1185,701,262,62,35,18,68,34,29
2/18/2024 0:55,1145,720,257,920,809,298,54,20,29,60,41,9
2/18/2024 1:00,863,712,277,1181,525,265,27,26,30,64,38,17
2/18/2024 1:05,777,904,255,1166,504,231,40,35,12,35,24,20
2/18/2024 1:10,713,487,114,1200,806,182,62,15,8,60,19,17
2/18/2024 1:15,684,595,206,1070,480,230,26,15,28,23,29,27
2/18/2024 1:20,738,908,187,1077,832,139,40,22,26,66,35,14
2/18/2024 1:25,1134,465,255,1056,835,150,63,39,27,48,41,19
2/18/2024 1:30,983,618,175,956,728,280,27,31,11,33,25,18
2/18/2024 1:35,1193,760,210,870,603,269,57,15,11,33,38,23
2/18/2024 1:40,800,450,111,707,552,103,53,19,9,46,21,19
2/18/2024 1:45,743,896,138,813,888,227,41,14,12,62,20,26
2/18/2024 1:50,904,650,157,852,478,185,47,34,8,26,37,12
2/18/2024 1:55,740,677,209,740,548,237,53,30,19,22,29,18
2/18/2024 2:00,916,665,285,1147,839,175,66,39,25,34,18,30
2/18/2024 2:05,994,729,289,1053,908,177,36,17,14,28,16,17
2/18/2024 2:10,836,693,139,648,581,102,22,39,11,26,24,11
2/18/2024 2:15,902,454,245,648,868,147,51,16,24,43,21,9
2/18/2024 2:20,1011,632,144,868,574,233,56,41,24,46,16,14
2/18/2024 2:25,948,538,170,818,489,260,28,34,16,43,30,16
2/18/2024 2:30,615,806,107,1149,553,115,48,40,9,68,14,10
2/18/2024 2:35,1143,601,253,1142,883,191,43,29,20,67,40,21
2/18/2024 2:40,867,902,208,646,679,299,41,26,15,29,28,11
2/18/2024 2:45,604,683,272,923,629,171,59,31,22,54,30,11
2/18/2024 2:50,653,775,241,793,659,111,48,36,14,25,37,25
2/18/2024 2:55,642,489,300,1067,874,234,44,22,17,60,27,10
2/18/2024 3:00,925,738,212,752,900,159,68,40,8,38,32,20
2/18/2024 3:05,1043,700,186,946,817,133,31,27,10,43,16,22
2/18/2024 3:10,1037,639,206,651,701,122,56,17,15,24,33,23
2/18/2024 3:15,1084,572,208,831,756,257,56,20,9,53,20,27
2/18/2024 3:20,1170,518,162,1170,521,174,35,40,13,68,24,25
2/18/2024 3:25,750,455,231,1172,867,208,24,34,21,50,22,30
2/18/2024 3:30,1068,869,143,1149,473,190,38,34,13,22,30,26
2/18/2024 3:35,975,908,230,685,816,244,59,14,12,34,29,25
2/18/2024 3:40,695,827,204,1045,499,261,64,16,15,68,27,20
2/18/2024 3:45,1088,791,243,846,473,196,67,28,18,56,35,15
2/18/2024 3:50,614,689,144,1095,557,203,60,15,21,54,34,29
2/18/2024 3:55,847,583,131,1008,761,256,45,41,22,37,36,27
2/18/2024 4:00,715,675,280,1166,454,185,32,19,21,53,15,13
2/18/2024 4:05,1130,871,253,882,622,261,49,41,30,55,40,28
2/18/2024 4:10,619,574,157,1152,784,195,44,26,8,31,20,9
2/18/2024 4:15,923,554,275,1105,913,299,29,21,13,64,29,20
2/18/2024 4:20,650,541,168,1015,634,121,41,26,12,58,24,25
2/18/2024 4:25,659,793,198,994,734,125,62,35,10,36,19,27
2/18/2024 4:30,1072,636,137,795,632,292,25,18,21,64,15,25
2/18/2024 4:35,903,488,126,1015,455,195,44,27,26,44,20,27
2/18/2024 4:40,1153,850,295,1138,583,236,26,34,15,36,31,27
2/18/2024 4:45,1137,609,289,843,908,280,45,27,8,54,19,14
2/18/2024 4:50,886,895,252,683,744,289,59,34,27,40,28,11
2/18/2024 4:55,934,685,233,1129,890,210,47,23,26,67,31,24
2/18/2024 5:00,787,688,103,892,682,298,35,20,29,59,28,10
2/18/2024 5:05,1002,891,115,1046,807,233,49,28,28,52,28,29
2/18/2024 5:10,632,468,227,1051,879,104,28,22,16,58,20,10
2/18/2024 5:15,992,521,133,1160,815,213,50,38,14,51,14,28
2/18/2024 5:20,1144,498,215,953,910,182,39,35,28,61,26,25
2/18/2024 5:25,738,518,193,805,789,270,64,38,24,67,18,26
2/18/2024 5:30,652,591,145,787,875,294,38,24,10,53,25,21
2/18/2024 5:35,612,665,164,928,622,171,58,19,16,56,31,9
2/18/2024 5:40,924,678,106,1194,912,126,28,26,15,37,24,25
2/18/2024 5:45,1052,786,214,691,872,197,60,17,21,37,23,16
2/18/2024 5:50,913,666,136,783,751,263,67,26,18,40,37,8
2/18/2024 5:55,743,566,260,1002,621,127,34,21,11,42,34,19
2/18/2024 6:00,1098,583,185,736,623,252,41,33,19,27,38,18
2/18/2024 6:05,886,517,226,603,634,297,37,18,18,67,27,24
2/18/2024 6:10,673,522,237,778,602,109,36,25,28,34,38,19
2/18/2024 6:15,1023,625,219,1077,676,187,39,25,29,28,23,23
2/18/2024 6:20,759,553,244,958,713,279,37,18,16,30,38,24
2/18/2024 6:25,776,553,291,802,759,154,30,16,13,25,28,9
2/18/2024 6:30,623,525,174,857,588,145,58,26,27,44,21,21
2/18/2024 6:35,654,904,166,807,672,261,64,15,19,29,26,14
2/18/2024 6:40,607,829,281,1136,721,255,64,33,26,48,27,30
2/18/2024 6:45,934,462,221,624,903,259,56,33,26,58,18,20
2/18/2024 6:50,713,808,291,1140,824,188,59,40,24,62,25,12
2/18/2024 6:55,773,678,114,977,470,106,46,41,10,34,28,14
2/18/2024 7:00,1083,793,174,785,606,154,61,41,11,35,15,12
2/18/2024 7:05,1101,787,120,1151,749,259,24,30,13,63,41,24
2/18/2024 7:10,1021,667,229,967,848,142,39,33,29,64,32,21
2/18/2024 7:15,631,830,206,1017,834,228,27,28,13,39,19,16
2/18/2024 7:20,931,573,238,1153,760,102,62,20,27,43,15,25
2/18/2024 7:25,676,604,181,1185,739,137,26,36,8,64,26,28
2/18/2024 7:30,894,569,199,958,527,182,52,22,11,58,19,16
2/18/2024 7:35,1086,457,232,919,593,148,27,31,26,50,35,17
2/18/2024 7:40,958,615,118,896,734,286,33,41,20,37,17,17
2/18/2024 7:45,1050,479,289,794,486,274,48,28,15,54,33,24
2/18/2024 7:50,1060,745,194,777,608,288,66,37,28,66,15,24
2/18/2024 7:55,946,863,217,768,657,181,37,37,20,30,28,20
2/18/2024 8:00,1023,859,247,1069,584,263,28,20,28,44,21,20
2/18/2024 8:05,934,543,226,749,637,297,23,38,27,51,23,18
2/18/2024 8:10,924,830,130,662,664,263,29,36,29,33,18,22
2/18/2024 8:15,978,606,208,811,490,287,58,36,18,48,25,14
2/18/2024 8:20,1185,608,262,1001,706,179,51,19,19,39,28,26
2/18/2024 8:25,1016,467,114,901,632,216,39,26,20,22,24,29
2/18/2024 8:30,1043,848,162,660,636,172,55,30,16,47,14,10
2/18/2024 8:35,872,759,151,672,452,217,42,37,17,43,25,11
2/18/2024 8:40,641,842,186,779,898,144,25,15,14,43,34,25
2/18/2024 8:45,803,807,167,658,763,159,57,24,15,50,24,28
2/18/2024 8:50,875,457,190,1103,770,111,25,41,24,25,33,22
2/18/2024 8:55,1027,608,265,882,472,183,25,25,25,42,14,26
2/18/2024 9:00,1089,681,169,1130,586,169,23,34,10,26,41,20
2/18/2024 9:05,853,625,230,1147,629,162,60,19,25,51,29,30
2/18/2024 9:10,812,914,226,1089,494,191,36,26,24,54,31,23
2/18/2024 9:15,729,639,297,906,792,150,54,30,30,24,14,26
2/18/2024 9:20,704,464,128,846,676,198,64,19,8,23,27,27
2/18/2024 9:25,819,553,256,718,813,270,33,14,15,51,35,8
2/18/2024 9:30,1117,890,148,858,680,148,40,41,25,55,14,23
2/18/2024 9:35,854,455,218,1055,663,238,60,34,8,46,32,10
2/18/2024 9:40,775,516,134,637,915,107,36,17,28,44,36,10
2/18/2024 9:45,893,762,201,1065,658,300,32,23,13,58,28,18
2/18/2024 9:50,1052,514,209,806,645,204,32,22,19,40,38,10
2/18/2024 9:55,850,912,276,1033,655,219,36,39,15,53,33,15
2/18/2024 10:00,1089,754,288,1098,508,229,40,21,13,57,28,19
2/18/2024 10:05,1126,677,300,615,889,292,31,27,25,47,28,9
2/18/2024 10:10,1101,634,158,706,693,246,23,18,26,47,40,12
2/18/2024 10:15,962,502,187,910,686,260,67,35,23,64,27,30
2/18/2024 10:20,1124,768,216,679,726,151,26,38,21,58,21,25
2/18/2024 10:25,603,605,245,877,894,197,50,28,30,64,30,13
2/18/2024 10:30,729,598,231,1121,600,273,42,33,12,66,17,12
2/18/2024 10:35,673,902,254,771,729,210,39,35,22,60,18,12
2/18/2024 10:40,786,573,166,915,591,165,22,26,16,49,37,18
2/18/2024 10:45,1148,703,300,642,917,207,57,19,12,40,35,27
2/18/2024 10:50,719,853,168,939,778,132,31,34,24,28,40,12
2/18/2024 10:55,919,708,156,1071,886,209,44,40,8,60,19,18
2/18/2024 11:00,866,632,149,1080,719,215,22,31,12,65,35,12
2/18/2024 11:05,1040,514,196,1076,505,262,58,40,17,40,20,23
2/18/2024 11:10,629,625,262,1055,520,237,67,22,20,44,35,19
2/18/2024 11:15,1181,830,218,984,868,188,28,25,21,44,14,21
2/18/2024 11:20,1004,832,142,692,749,135,54,41,11,51,29,13
2/18/2024 11:25,800,505,233,999,620,236,48,30,14,67,24,19
2/18/2024 11:30,876,595,269,1171,457,291,59,26,28,50,27,17
2/18/2024 11:35,943,452,244,788,817,235,36,39,17,56,22,11
2/18/2024 11:40,1141,606,206,934,542,134,45,25,29,26,28,18
2/18/2024 11:45,891,584,235,1098,506,234,44,20,21,27,30,23
2/18/2024 11:50,1088,601,134,1079,789,275,45,27,30,23,37,9
2/18/2024 11:55,945,879,159,1037,835,280,43,38,24,39,17,22
2/18/2024 12:00,1076,809,103,1054,655,262,23,41,14,35,18,28
2/18/2024 12:05,636,453,285,818,893,288,65,33,10,28,29,18
2/18/2024 12:10,885,501,252,743,451,206,40,29,22,43,16,21
2/18/2024 12:15,768,875,159,647,618,122,37,20,15,28,23,24
2/18/2024 12:20,1112,911,141,1143,891,215,31,31,11,31,29,19
2/18/2024 12:25,778,453,164,962,537,295,33,33,13,63,24,26
2/18/2024 12:30,1133,513,291,989,561,285,54,17,25,42,20,14
2/18/2024 12:35,971,733,292,1154,549,236,34,27,24,55,30,22
2/18/2024 12:40,1064,500,120,779,718,148,26,30,12,32,40,22
2/18/2024 12:45,623,732,210,928,489,275,58,33,17,56,36,10
2/18/2024 12:50,832,599,287,1117,917,257,22,18,26,47,15,11
2/18/2024 12:55,827,471,222,802,831,188,42,37,29,38,35,27
2/18/2024 13:00,762,508,127,625,815,255,36,17,23,62,36,30
2/18/2024 13:05,988,571,284,733,768,300,59,21,17,49,29,21
2/18/2024 13:10,642,754,215,946,879,276,50,17,21,45,18,30
2/18/2024 13:15,737,530,104,1011,487,297,62,34,28,24,34,22
2/18/2024 13:20,1146,635,161,670,699,192,32,29,30,46,18,30
2/18/2024 13:25,954,763,217,731,501,142,58,30,28,29,31,20
2/18/2024 13:30,745,531,249,1002,834,281,56,41,23,63,28,20
2/18/2024 13:35,1163,507,229,924,653,154,43,22,22,61,30,11
2/18/2024 13:40,911,789,118,764,730,260,65,16,10,39,34,13
2/18/2024 13:45,836,827,219,992,694,165,34,35,29,50,25,26
2/18/2024 13:50,1144,873,200,995,713,213,55,27,19,46,24,14
2/18/2024 13:55,830,555,187,727,834,215,61,18,12,61,31,24
2/18/2024 14:00,693,515,108,767,556,194,39,33,24,63,25,14
2/18/2024 14:05,721,737,223,698,595,290,66,25,18,51,26,14
2/18/2024 14:10,710,452,224,673,727,118,47,15,9,57,37,29
2/18/2024 14:15,743,917,240,857,717,164,46,39,30,25,30,17
2/18/2024 14:20,935,684,260,954,600,267,22,40,14,54,20,19
2/18/2024 14:25,676,523,219,680,588,172,22,38,28,38,26,20
2/18/2024 14:30,806,862,232,815,822,207,45,24,17,46,24,26
2/18/2024 14:35,790,905,276,720,704,187,31,25,14,48,16,12
2/18/2024 14:40,1128,754,160,1049,673,251,53,21,11,42,25,17
2/18/2024 14:45,904,696,161,760,848,188,44,33,12,54,37,14
2/18/2024 14:50,1123,482,222,1121,745,127,57,23,17,44,27,12
2/18/2024 14:55,949,499,290,715,758,212,33,32,24,40,17,24
2/18/2024 15:00,822,884,282,733,820,179,40,34,27,39,24,27
2/18/2024 15:05,809,598,175,1173,477,194,46,17,30,31,22,13
